Grade,MI Baseline,MI Follow Up 1,MI Follow Up 2,RI Baseline,RI Follow Up 1,RI Follow Up 2,MI Imp 1 to 2,MI Imp 1 to 3,RI Imp 1 to 2,RI Imp 1 to 3
9,820,,,718,790,714,,,72,-4
9,495,,,0,0,0,,,0,0
9,750,,,1168,1004,1098,,,-164,-70
9,730,,,1058,1032,979,,,-26,-79
9,930,,,1255,1236,,,,-19,
9,,,,860,,800,,,,-60
9,740,465,,1126,1052,,-275,,-74,
10,,,,621,568,834,,,-53,213
9,,,,580,774,,,,194,
10,,,,501,,374,,,,-127
9,675,,,1055,1042,1087,,,-13,32
9,,,,731,709,747,,,-22,16
9,,,,363,463,583,,,100,220
9,,,,516,631,648,,,115,132
9,,,,778,820,956,,,42,178
9,545,505,,882,872,1013,-40,,-10,131
9,,,,1030,1122,1148,,,92,118
9,615,,,284,,507,,,,223
10,575,,,888,813,,,,-75,
9,,,,601,875,882,,,274,281
9,,,,613,725,750,,,112,137
9,565,,,295,44,,,,-251,
10,640,685,,1108,1205,,45,,97,
10,770,770,,936,1037,1058,0,,101,122
9,970,,,1096,,1108,,,,12
10,,,,877,798,931,,,-79,54
9,,,,328,461,562,,,133,234
9,,,,757,882,865,,,125,108
9,765,925,,955,,,160,,,
10,,,,841,885,840,,,44,-1
9,,,,0,131,,,,131,
9,,,,651,535,,,,-116,
9,,,,732,788,,,,56,
9,510,645,980,677,883,966,135,470,206,289
9,,,,755,885,869,,,130,114
9,,,,800,867,896,,,67,96
9,,,,816,873,829,,,57,13
9,705,925,830,884,887,,220,125,3,
9,735,580,610,843,754,562,-155,-125,-89,-281
9,,,,1019,889,852,,,-130,-167
9,,,,903,1021,1213,,,118,310
9,,,,736,811,790,,,75,54
9,500,565,750,944,937,945,65,250,-7,1
9,580,205,340,1344,1238,,-375,-240,-106,
9,645,460,785,617,786,722,-185,140,169,105
9,,,,486,536,897,,,50,411
9,615,700,790,845,806,897,85,175,-39,52
9,375,530,660,744,871,756,155,285,127,12
9,600,665,535,978,1146,1264,65,-65,168,286
9,,,,933,857,922,,,-76,-11
9,,,,843,837,923,,,-6,80
9,,,,792,874,894,,,82,102
9,,,,593,747,785,,,154,192
9,,,,904,893,948,,,-11,44
9,915,865,925,703,760,796,-50,10,57,93
9,,,,604,627,585,,,23,-19
9,,,,502,610,771,,,108,269
9,620,,715,860,967,935,,95,107,75
9,565,230,505,343,419,478,-335,-60,76,135
9,,,,647,666,804,,,19,157
9,1080,,,1025,1052,1145,,,27,120
9,760,900,920,1086,1203,1291,140,160,117,205
9,535,630,345,583,,618,95,-190,,35
9,555,475,800,187,329,327,-80,245,142,140
9,,,,823,922,919,,,99,96
10,,,,992,995,1163,,,3,171
10,,,,1066,1052,1091,,,-14,25
10,655,860,1025,1097,959,1004,205,370,-138,-93
10,,,,957,1010,965,,,53,8
10,655,865,925,788,927,975,210,270,139,187
10,285,,,652,650,741,,,-2,89
10,,,,823,899,929,,,76,106
10,620,750,940,768,888,859,130,320,120,91
10,840,960,1260,1206,1314,1219,120,420,108,13
9,855,940,905,711,763,910,85,50,52,199
10,570,,,860,816,780,,,-44,-80
9,,,,673,851,517,,,178,-156
9,675,760,780,694,620,611,85,105,-74,-83
9,,,,834,692,783,,,-142,-51
9,,,,468,577,585,,,109,117
9,410,645,775,881,833,838,235,365,-48,-43
9,,,,806,856,877,,,50,71
9,440,310,700,730,581,349,-130,260,-149,-381
9,585,590,575,337,496,496,5,-10,159,159
9,235,,,712,649,788,,,-63,76
9,,,,663,548,612,,,-115,-51
9,735,,905,1148,1270,1303,,170,122,155
9,,,,794,795,813,,,1,19
9,,,,476,521,505,,,45,29
9,735,750,730,903,849,688,15,-5,-54,-215
9,,,,817,860,814,,,43,-3
10,,,,897,953,814,,,56,-83
10,,,,755,932,805,,,177,50
9,990,,,1009,1037,1067,,,28,58
9,1080,,1065,1186,1213,1133,,-15,27,-53
10,,,,799,971,988,,,172,189
10,,,,701,762,672,,,61,-29
9,875,940,1035,1139,1168,1139,65,160,29,0
9,270,490,665,399,524,540,220,395,125,141
9,,,,899,958,965,,,59,66
9,540,420,595,679,714,848,-120,55,35,169
10,585,605,685,799,870,661,20,100,71,-138
10,,,,557,492,326,,,-65,-231
10,,,,917,995,990,,,78,73
10,,,,807,826,985,,,19,178
10,725,790,885,1018,923,997,65,160,-95,-21
10,,,,895,996,949,,,101,54
10,585,805,840,513,543,628,220,255,30,115
9,630,595,755,764,840,971,-35,125,76,207
10,385,510,575,760,799,810,125,190,39,50
9,,,,726,815,759,,,89,33
10,,,,342,375,498,,,33,156
10,,,,473,685,806,,,212,333
10,790,610,805,992,943,955,-180,15,-49,-37
10,,,,756,882,813,,,126,57
10,,,,717,846,927,,,129,210
10,,,,754,898,877,,,144,123
10,,,,841,966,937,,,125,96
10,770,540,495,498,664,600,-230,-275,166,102
10,,,,528,612,837,,,84,309
10,895,1020,955,1070,957,1029,125,60,-113,-41
10,745,635,880,720,817,820,-110,135,97,100
10,645,455,805,681,741,712,-190,160,60,31
10,825,925,945,906,1004,995,100,120,98,89
10,,,,940,926,928,,,-14,-12
10,460,565,805,822,,,105,345,,
10,,,,802,842,959,,,40,157
10,,,,815,831,906,,,16,91
10,835,715,805,631,637,542,-120,-30,6,-89
10,,,,731,769,845,,,38,114
10,,,,892,935,978,,,43,86
10,780,900,890,1307,1274,1225,120,110,-33,-82
10,,,,884,955,1123,,,71,239
10,,,,408,633,710,,,225,302
10,,,,497,623,731,,,126,234
10,860,930,890,853,868,952,70,30,15,99
10,,,,811,888,917,,,77,106
10,,,,941,918,1114,,,-23,173
10,800,430,780,973,,1092,-370,-20,,119
10,,,,508,546,672,,,38,164
10,790,865,750,1106,986,1166,75,-40,-120,60
10,,,,854,778,863,,,-76,9
10,755,615,725,926,1029,1026,-140,-30,103,100
10,590,390,765,864,744,825,-200,175,-120,-39
10,,,,856,981,1027,,,125,171
10,455,795,925,1458,1435,1391,340,470,-23,-67
10,760,810,735,911,,,50,-25,,
10,,,,882,802,831,,,-80,-51
9,,,,759,804,728,,,45,-31
9,,,,440,749,258,,,309,-182
9,,,,475,572,356,,,97,-119
9,565,490,585,647,705,609,-75,20,58,-38
9,845,475,765,727,806,789,-370,-80,79,62
9,630,720,630,774,806,866,90,0,32,92
9,720,750,535,748,794,876,30,-185,46,128
9,865,840,1025,874,489,580,-25,160,-385,-294
9,,,,744,768,796,,,24,52
9,,,,850,810,859,,,-40,9
9,,,,492,494,,,,2,
10,845,1010,860,1066,1111,1199,165,15,45,133
9,,,,875,909,948,,,34,73
10,630,850,930,981,1012,1115,220,300,31,134
9,,,,797,806,949,,,9,152
9,,,,653,863,890,,,210,237
10,420,330,585,386,338,362,-90,165,-48,-24
10,705,750,950,1108,1074,1106,45,245,-34,-2
10,675,715,690,1098,1114,1196,40,15,16,98
10,,,,945,953,1044,,,8,99
10,,,,614,675,790,,,61,176
10,440,580,495,829,852,898,140,55,23,69
9,,,,735,827,778,,,92,43
10,,,,660,791,902,,,131,242
10,,,,837,881,894,,,44,57
9,,,,838,785,777,,,-53,-61
9,730,435,645,1354,1310,1265,-295,-85,-44,-89
10,490,,445,604,661,793,,-45,57,189
10,850,905,905,1257,1227,1386,55,55,-30,129
10,,,,866,869,823,,,3,-43
9,625,600,720,1135,,1066,-25,95,,-69
9,610,,,860,880,858,,,20,-2
9,605,,475,1079,1036,1127,,-130,-43,48
9,425,760,675,550,499,552,335,250,-51,2
9,705,555,840,573,518,507,-150,135,-55,-66
9,,,,571,553,646,,,-18,75
9,,,,886,816,,,,-70,
9,430,600,675,612,691,641,170,245,79,29
9,,,,928,1019,958,,,91,30
9,,,,173,217,202,,,44,29
9,,,,736,659,721,,,-77,-15
9,,,,1017,901,928,,,-116,-89
10,,,,853,868,919,,,15,66
10,870,1075,1000,987,1069,1140,205,130,82,153
10,,,,866,828,836,,,-38,-30
10,,,,649,647,498,,,-2,-151
10,590,775,895,805,912,1060,185,305,107,255
10,740,735,805,672,755,849,-5,65,83,177
10,710,,720,807,518,641,,10,-289,-166
10,,,,1010,1005,1075,,,-5,65
10,,,,870,970,999,,,100,129
10,730,665,960,922,982,1014,-65,230,60,92
7,430,385,,,,,-45,,,
7,425,465,,,,,40,,,
6,310,495,,,,,185,,,
7,,,,819,906,,,,87,
7,,,,872,912,846,,,40,-26
7,595,755,735,,,,160,140,,
7,300,515,420,,,,215,120,,
7,,,,519,452,646,,,-67,127
7,485,550,705,807,,,65,220,,
7,,,,642,670,574,,,28,-68
7,,,,786,788,701,,,2,-85
7,505,755,690,,,,250,185,,
7,,,,820,835,852,,,15,32
7,340,560,565,,,,220,225,,
7,,,,413,343,473,,,-70,60
7,680,495,455,865,,,-185,-225,,
7,,,,864,731,,,,-133,
7,805,595,710,547,,,-210,-95,,
7,,,,793,685,618,,,-108,-175
7,420,395,440,707,,,-25,20,,
7,795,480,645,,,,-315,-150,,
7,655,595,870,,,,-60,215,,
7,,,,535,709,779,,,174,244
7,,,,634,705,789,,,71,155
7,,,,431,410,490,,,-21,59
6,325,265,370,886,,,-60,45,,
6,,,,251,246,358,,,-5,107
6,,,,328,418,470,,,90,142
6,115,320,745,474,,,205,630,,
6,,,,182,15,170,,,-167,-12
6,405,610,465,822,,,205,60,,
6,,,,548,550,417,,,2,-131
6,,,,489,544,457,,,55,-32
6,55,370,-215,685,,,315,-270,,
6,,,,529,584,569,,,55,40
6,205,345,755,787,,,140,550,,
6,315,295,985,,,,-20,670,,
6,615,650,405,,,,35,-210,,
6,455,765,445,,,,310,-10,,
6,,,,546,452,827,,,-94,281
6,,,,464,380,665,,,-84,201
6,,,,364,274,362,,,-90,-2
6,,,,266,305,202,,,39,-64
6,,,,102,77,178,,,-25,76
6,345,675,,,,,330,,,
6,235,395,935,678,,,160,700,,
6,,,,529,502,458,,,-27,-71
6,235,450,430,,,,215,195,,
6,255,285,530,,,,30,275,,
6,310,,595,,,,,285,,
6,540,535,640,,,,-5,100,,
6,,,,639,695,817,,,56,178
6,,,,802,756,741,,,-46,-61
6,,,,769,403,428,,,-366,-341
6,,,,298,351,479,,,53,181
6,,,,782,806,779,,,24,-3
6,,,,746,716,832,,,-30,86
6,520,455,330,,,,-65,-190,,
6,,,,450,616,530,,,166,80
6,,,,495,519,361,,,24,-134
6,265,660,845,,,,395,580,,
6,265,290,260,,,,25,-5,,
6,,,,827,823,817,,,-4,-10
6,420,535,595,,,,115,175,,
6,,,,299,262,197,,,-37,-102
6,215,155,750,,,,-60,535,,
6,,,,734,773,793,,,39,59
6,,,,607,552,692,,,-55,85
6,590,775,810,,,,185,220,,
8,525,720,515,,,,195,-10,,
8,,,,947,,775,,,,-172
8,455,495,575,,,,40,120,,
8,,,,744,713,915,,,-31,171
8,,,,849,856,826,,,7,-23
7,,,,835,835,,,,0,
7,330,500,560,632,,,170,230,,
7,515,650,1030,,,,135,515,,
7,,,,579,681,941,,,102,362
7,,,,721,746,513,,,25,-208
7,390,405,1080,471,,,15,690,,
7,550,,,589,694,717,,,105,128
7,590,800,555,310,,,210,-35,,
7,,,,254,587,708,,,333,454
7,,,,958,870,849,,,-88,-109
7,,,,559,546,532,,,-13,-27
7,,,,642,796,750,,,154,108
7,,,,692,,560,,,,-132
7,,,,761,999,968,,,238,207
7,810,550,915,,,,-260,105,,
7,,,,548,739,669,,,191,121
7,625,910,615,,,,285,-10,,
7,555,645,395,,,,90,-160,,
7,720,725,655,,,,5,-65,,
7,510,470,465,,,,-40,-45,,
6,235,510,845,,,,275,610,,
6,,,,886,871,973,,,-15,87
6,675,655,650,,,,-20,-25,,
6,,,,377,303,331,,,-74,-46
6,,,,421,642,786,,,221,365
6,,,,520,511,615,,,-9,95
6,,,,783,779,1065,,,-4,282
6,340,320,555,,,,-20,215,,
6,,,,371,387,469,,,16,98
6,330,265,595,,,,-65,265,,
7,,,,925,1007,994,,,82,69
7,830,865,1005,,,,35,175,,
7,,,,792,946,892,,,154,100
7,,,,625,670,649,,,45,24
7,,,,444,510,539,,,66,95
7,385,540,645,,,,155,260,,
7,535,845,900,,,,310,365,,
7,590,440,865,,,,-150,275,,
7,,,,800,806,812,,,6,12
7,,,,485,552,388,,,67,-97
7,750,450,860,,,,-300,110,,
6,,,,278,415,404,,,137,126
6,,,,151,284,218,,,133,67
6,415,335,600,,,,-80,185,,
6,,,,75,600,445,,,525,370
6,435,600,395,,,,165,-40,,
6,165,385,245,,,,220,80,,
6,235,,370,,,,,135,,
6,,,,830,817,914,,,-13,84
6,50,205,,,,,155,,,
6,,,,30,360,554,,,330,524
6,,,,332,289,845,,,-43,513
8,,,,860,766,817,,,-94,-43
8,,,,474,559,801,,,85,327
8,385,465,170,392,,,80,-215,,
8,445,505,550,,,,60,105,,
8,,,,647,759,762,,,112,115
8,,,,554,774,744,,,220,190
8,,,,617,633,687,,,16,70
8,430,550,460,803,,451,120,30,,-352
8,,,,734,635,489,,,-99,-245
8,595,585,740,,,,-10,145,,
8,765,610,320,342,,,-155,-445,,
8,,,,616,652,662,,,36,46
8,590,720,650,,,,130,60,,
8,480,425,790,,,,-55,310,,
8,,,,823,867,846,,,44,23
8,805,875,595,,,,70,-210,,
8,570,605,490,,,,35,-80,,
8,,,,730,674,727,,,-56,-3
8,725,905,685,,,,180,-40,,
8,,,,689,733,702,,,44,13
8,,,,523,541,598,,,18,75
8,,,,723,740,779,,,17,56
8,450,485,250,796,,,35,-200,,
8,,,,592,643,646,,,51,54
8,,,,762,,679,,,,-83
8,,,,490,585,513,,,95,23
8,,,,119,,442,,,,323
8,,,,544,,624,,,,80
7,,,,872,854,,,,-18,
8,,,,450,472,,,,22,
7,,,,768,615,611,,,-153,-157
8,,,,695,761,,,,66,
8,,,,456,,600,,,,144
6,660,570,970,,,,-90,310,,
6,495,655,730,,,,160,235,,
6,,,,540,,525,,,,-15
6,,,,869,790,681,,,-79,-188
6,,,,252,337,408,,,85,156
6,555,570,695,,,,15,140,,
6,,,,654,852,849,,,198,195
6,470,735,730,,,,265,260,,
6,,,,696,,508,,,,-188
6,,,,570,895,1059,,,325,489
6,500,760,595,,,,260,95,,
8,,,,619,629,823,,,10,204
8,,,,553,623,672,,,70,119
8,,,,839,962,1092,,,123,253
8,640,835,810,,,,195,170,,
8,325,605,275,,,,280,-50,,
8,,,,496,323,459,,,-173,-37
8,670,340,470,,,,-330,-200,,
8,,,,639,764,852,,,125,213
8,485,745,335,,,,260,-150,,
8,685,725,620,,,,40,-65,,
8,,,,547,418,501,,,-129,-46
7,440,625,570,,,,185,130,,
7,615,625,775,,,,10,160,,
7,,,,819,814,1055,,,-5,236
7,,,,757,933,918,,,176,161
7,,,,870,886,874,,,16,4
7,690,755,990,,,,65,300,,
7,655,785,800,,,,130,145,,
7,475,455,615,,,,-20,140,,
7,,,,741,,895,,,,154
7,475,,,450,455,563,,,5,113
8,,,,547,507,471,,,-40,-76
8,590,350,685,,,,-240,95,,
8,,,,732,825,889,,,93,157
8,,,,722,728,781,,,6,59
8,745,955,995,,,,210,250,,
8,,,,894,926,1029,,,32,135
8,635,875,930,,,,240,295,,
8,410,270,420,,,,-140,10,,
8,480,635,425,,,,155,-55,,
8,,,,768,933,938,,,165,170
8,,,,657,696,695,,,39,38
7,,,,782,701,797,,,-81,15
7,740,525,625,,,,-215,-115,,
7,,,,523,558,521,,,35,-2
7,,,,651,780,837,,,129,186
7,,,,941,876,807,,,-65,-134
7,270,255,-240,,,,-15,-510,,
7,305,365,555,,,,60,250,,
7,,,,612,,669,,,,57
7,,,,589,751,851,,,162,262
7,335,655,815,,,,320,480,,
7,500,730,720,,,,230,220,,
6,455,775,510,,,,320,55,,
6,775,750,700,,,,-25,-75,,
6,480,610,620,,,,130,140,,
6,670,655,900,,,,-15,230,,
6,495,675,560,,,,180,65,,
8,,,,405,386,537,,,-19,132
8,,,,527,687,848,,,160,321
8,185,465,480,823,,,280,295,,
8,,,,365,515,453,,,150,88
8,230,500,515,,,,270,285,,
7,,,,777,805,897,,,28,120
7,255,680,430,,,,425,175,,
7,725,500,685,,,,-225,-40,,
7,,,,750,747,793,,,-3,43
7,,,,679,833,804,,,154,125
7,730,850,765,,,,120,35,,
7,,,,651,680,792,,,29,141
7,,,,550,462,721,,,-88,171
7,840,690,710,,,,-150,-130,,
7,690,640,760,,,,-50,70,,
7,,,,615,533,768,,,-82,153
7,530,600,730,775,,,70,200,,
7,,,,256,456,655,,,200,399
7,395,320,470,743,,,-75,75,,
7,,,,518,520,535,,,2,17
7,350,340,280,,,,-10,-70,,
7,280,315,470,457,,,35,190,,
7,,,,755,678,420,,,-77,-335
7,,,,588,699,676,,,111,88
7,270,650,730,777,,,380,460,,
7,,,,649,647,564,,,-2,-85
8,245,,370,,,,,125,,
8,,,,912,,878,,,,-34
8,,,,628,793,850,,,165,222
8,540,585,550,727,,,45,10,,
8,,,,522,459,867,,,-63,345
8,,,,502,604,693,,,102,191
8,450,275,415,826,,,-175,-35,,
8,890,,365,466,,,,-525,,
8,,,,677,717,726,,,40,49
8,220,,430,,,,,210,,
8,,,,504,445,403,,,-59,-101
8,,,,827,809,810,,,-18,-17
8,445,695,835,,,,250,390,,
8,,,,540,502,541,,,-38,1
8,,,,770,886,963,,,116,193
8,600,530,830,,,,-70,230,,
8,320,390,590,,,,70,270,,
8,420,430,465,,,,10,45,,
8,745,740,870,,,,-5,125,,
8,,,,901,934,978,,,33,77
6,,,,288,337,822,,,49,534
6,475,595,535,799,,,120,60,,
6,510,830,470,534,,,320,-40,,
6,,,,751,791,900,,,40,149
6,,,,10,902,779,,,892,769
6,,,,609,719,499,,,110,-110
6,,,,645,683,554,,,38,-91
6,545,280,360,653,,,-265,-185,,
6,615,715,730,,,,100,115,,
6,,,,319,347,484,,,28,165
6,440,125,595,752,,,-315,155,,
6,,,,68,328,676,,,260,608
6,310,410,530,574,,,100,220,,
6,,,,64,0,271,,,-64,207
6,,,,543,571,669,,,28,126
6,135,50,365,778,,,-85,230,,
6,,,,112,283,263,,,171,151
6,410,675,335,,,,265,-75,,
6,530,440,550,,,,-90,20,,
6,,,,582,504,457,,,-78,-125
6,510,405,395,,,,-105,-115,,
6,,,,213,274,181,,,61,-32
